Symbol,Volume (Contracts) - Futures,Volume (Contracts) - Options,Volume (Contracts) - Total,Value (₹ Lakhs) - Futures,Value (₹ Lakhs) - Options (Premium),Value (₹ Lakhs) - Total,Open Interest (Contracts),Underlying,underlying
BHARTIARTL,11524,27273,38797,107776.81334,26420297339.75,111584.3117375,3807.4983975,142996,1968.8
MUTHOOTFIN,9472,30590,40062,101779.511185,34322644521.0,111082.118895,9302.60771,26695,3818.0
RECLTD,20231,68532,88763,102428.55,36433794264.0,110928.42264,8499.87264,97874,364.45
ETERNAL,15109,47311,62420,100480.4053475,32732937774.75,108344.405595,7864.0002475,166618,273.5
HAL,12690,92897,105587,87725.59653,67659381172.5,106860.708255,19135.111725,108872,4623.0
INDUSTOWER,12226,32762,44988,92821.93732,25914886802.0,100164.51034,7342.57302,66603,442.6
BANKBARODA,10613,24767,35380,93560.8263525,22697459138.25,99032.333985,5471.5076325,50251,300.0
AMBUJACEM,15907,72004,87911,86957.505915,40523703213.0,95908.998045,8951.49213,69949,509.5
PFC,16449,33161,49610,80473.86373,16986369361.0,84718.20734,4244.34361,74129,378.5
JINDALSTEL,10843,27348,38191,76379.791125,19990842868.75,81746.0323125,5366.2411875,28306,1125.2
MANAPPURAM,8667,24287,32954,74747.4525,22165470090.0,81532.9284,6785.4759,24739,284.5
JSWSTEEL,9126,31660,40786,74998.59309,26702219484.0,80286.16293,5287.56984,90541,1214.2
TCS,13166,109796,122962,72158.430995,61855408245.75,79705.9634525,7547.5324575,197546,3129.0
DELHIVERY,8312,18866,27178,72702.818725,17219128706.0,78663.158285,5960.33956,20049,426.35
COALINDIA,11920,59007,70927,70613.42616,36173695662.0,77862.05028,7248.62412,61513,440.0
NTPC,13164,73205,86369,69636.16725,40363341840.0,76335.34815,6699.1809,94117,354.1
BAJFINANCE,9802,24457,34259,68725.2759,17786536687.5,72772.967775,4047.691875,157188,930.85
LT,9682,50622,60304,66640.3445925,35675834493.25,71940.274525,5299.9299325,130858,3935.0
SAIL,9507,17226,26733,67759.32613,12919982985.0,71679.38698,3920.06085,53964,150.98
NMDC,12196,29869,42065,66790.956375,17229607470.0,71485.003575,4694.0472,66250,81.0
CHOLAFIN,6561,14034,20595,67468.9396875,15026773493.75,71201.799625,3732.8599375,31567,1628.8
KOTAKBANK,8086,20041,28127,66332.56,16775680640.0,68955.9064,2623.3464,124182,407.5
VOLTAS,12431,44258,56689,61882.38675,22984217842.5,67752.890175,5870.503425,42594,1323.0
INDIGO,8932,36860,45792,62029.45596,26474636047.5,67740.291435,5710.835475,93715,4605.0
ONGC,10051,42049,52100,61072.029225,26315925007.5,66705.6168,5633.587575,72109,268.06
HCLTECH,10008,34646,44654,59526.23229,20995966040.0,62409.79269,2883.5604,66486,1691.4
RVNL,11224,41323,52547,52996.15035,22199411808.75,60668.7509375,7672.6005875,82528,344.0
BHEL,7591,46178,53769,52149.2097,34104108228.75,59792.8482375,7643.6385375,58935,263.0
DLF,10741,22408,33149,56418.5805975,12164243132.25,59513.54442,3094.9638225,92318,635.0
BAJAJ-AUTO,7360,50860,58220,52765.6671075,37819449519.75,59359.312305,6593.6451975,66108,9584.0
PNB,5597,12737,18334,56223.4376,13262394720.0,59241.0648,3017.6272,44362,125.1
IDFCFIRSTB,7065,16223,23288,55042.4606025,13077089156.25,58181.839415,3139.3788125,50455,83.5
SHRIRAMFIN,6186,24749,30935,52173.8650125,21497208859.5,57848.6511075,5674.786095,66438,1020.0
ASIANPAINT,8538,59660,68198,52097.200475,37705676040.0,57802.910875,5705.7104,100266,2431.0
HINDUNILVR,7419,28135,35554,52761.70812,20698981761.0,56474.28573,3712.57761,65312,2365.0
ABB,6597,57106,63703,45663.4398625,41130769278.75,55688.32015,10024.8802875,35037,5551.0
SAMMAANCAP,7915,19980,27895,51263.38955,13266398528.0,55547.54233,4284.15278,40200,150.5
ASHOKLEY,5309,15046,20355,51481.1075,15339463750.0,55419.17,3938.0625,44952,197.5
SWIGGY,12145,51553,63698,48660.48902,21269194544.0,55387.58446,6727.09544,29206,314.9
MAZDOCK,8530,53214,61744,43714.6116,28957996626.0,55208.73786,11494.12626,41888,2573.9
COLPAL,10714,34623,45337,50534.35497,16917819642.0,53805.06639,3270.71142,36917,2108.0
BDL,8782,29497,38279,47120.500385,16843201112.5,53499.64151,6379.141125,30639,1537.5
ULTRACEMCO,8006,20849,28855,50818.6653,13481555387.0,52606.16917,1787.50387,67135,12710.0
ADANIENT,7144,32567,39711,44776.75829609999,21391031432.46,51224.534420699994,6447.7761246,103466,2020.0
TITAN,6625,21436,28061,46082.22157,15384842021.5,49225.716785,3143.495215,70382,3982.1
KAYNES,12460,39665,52125,43388.18752,14790587537.0,49151.21289,5763.02537,54298,3473.0
UNIONBANK,5472,17914,23386,43886.865915,14987597307.0,48129.893985,4243.02807,28071,180.02
INDUSINDBK,7261,12508,19769,45600.50572,8112351352.0,47526.29924,1925.79352,66685,892.5
JIOFIN,6959,29086,36045,41749.17081,18463566480.0,45415.15436,3665.98355,118765,254.0
SOLARINDS,6240,13131,19371,41784.11439,9343646199.5,44682.276385,2898.161995,25950,13443.0
TRENT,10822,33971,44793,41143.52947,13549402359.0,44600.40306,3456.87359,114190,3766.0
WIPRO,6008,15555,21563,42723.9789,11418559980.0,44426.4837,1702.5048,64078,236.45
HUDCO,7447,27754,35201,39727.7594175,15754441455.0,44343.9358425,4616.176425,27445,191.47
PGEL,7364,23576,30940,38548.00826,13151937256.0,43748.35082,5200.34256,20190,549.0
SUNPHARMA,7362,28205,35567,41025.854065,16064037024.0,43703.524305,2677.67024,84821,1595.0
OIL,5723,14993,20716,40187.77028,10987148578.0,43626.98606,3439.21578,19348,511.0
GLENMARK,5349,14720,20069,40252.8898125,11511640252.5,43210.7673375,2957.877525,37948,2026.1
POWERGRID,8229,33521,41750,39922.39169,17093344395.0,42913.79064,2991.39895,87589,255.95
SBILIFE,5234,26379,31613,39274.3432875,20360521181.25,42183.8301,2909.4868125,39158,2009.9
POLYCAB,4621,10833,15454,40448.72705,9673392868.75,42166.4057375,1717.6786875,36336,7006.0
BRITANNIA,5235,29322,34557,38321.8283125,22622824293.75,42141.82125,3819.9929375,34327,5851.0
APOLLOHOSP,4185,33271,37456,36312.5300625,29848133518.75,41995.55275,5683.0226875,44692,6950.0
BLUESTARCO,6447,22801,29248,37438.0426875,13803159597.5,41494.4336625,4056.390975,10890,1822.0
HINDPETRO,4445,11616,16061,38748.176145,10516950130.5,41148.6237,2400.447555,28107,425.95
TATAPOWER,7235,22429,29664,38305.857995,12373101227.0,40875.522765,2569.66477,69988,366.5
ADANIPORTS,5669,16392,22061,38310.1005675,11451131118.5,40819.6417525,2509.541185,71500,1417.0
HEROMOTOCO,4512,17236,21748,37418.98236,14772950224.5,40189.384605,2770.402245,37021,5530.0
ABCAPITAL,3614,5193,8807,38242.50179,5698186105.0,39615.78784,1373.28605,30019,340.6
LAURUSLABS,4577,9996,14573,37798.319775,8694495512.5,39436.3399,1638.020125,38724,966.1
INDHOTEL,5522,11246,16768,37242.3474,7820172770.0,39167.2751,1924.9277,39907,673.1
TATACONSUM,5849,24351,30200,36463.25144,15705526897.5,39161.625415,2698.373975,35301,1132.0
CONCOR,5588,28227,33815,34849.3905,18376287837.5,38943.143875,4093.753375,40460,502.85
DABUR,5413,32380,37793,34673.60525,21449470700.0,38298.74975,3625.1445,32053,506.55
TVSMOTOR,5245,30218,35463,33866.10199,20026091909.25,38121.8060825,4255.7040925,64994,3680.0
GRASIM,5218,6164,11382,37006.539325,4509304287.5,37705.1822,698.642875,73080,2816.1
CUMMINSIND,4311,11181,15492,35174.21468,9684586278.0,37120.47746,1946.26278,22135,4090.0
UPL,3663,6540,10203,35217.0989095,6533950825.15,36831.770161,1614.6712515000002,35987,702.1
AMBER,5301,30144,35445,30614.08014,18572077149.0,36758.85163,6144.77149,17936,5731.0
AUBANK,3388,9572,12960,33423.114,9727846930.0,35369.2833,1946.1693,29424,980.0
INDIANB,3394,16449,19843,31013.0307,15636988650.0,35240.8172,4227.7865,15110,912.0
LUPIN,3513,14679,18192,32104.800645,13997562888.25,35078.5345275,2973.7338825,21244,2147.0
GODREJPROP,7380,16131,23511,31978.9327275,7442753565.5,34517.0683825,2538.135655,70943,1576.1
CDSL,4897,19070,23967,30966.6759975,12643213666.75,34224.282665,3257.6066675,41783,1319.6
TMPV,10726,57991,68717,30206.40384,16943314408.0,33920.46792,3714.06408,162140,349.25
FEDERALBNK,2188,9469,11657,31475.982,13842594700.0,33699.054,2223.072,20237,287.6
TECHM,2921,13192,16113,30635.508,14168261130.0,33106.4793,2470.9713,40697,1735.2
ANGELONE,4737,12622,17359,30333.113775,8499784567.5,32442.45945,2109.345675,20553,2520.0
RBLBANK,3223,8061,11284,30708.8016125,7905409640.0,32113.1930125,1404.3914,34633,297.3
VBL,5847,7488,13335,31002.8234625,4119928042.5,32019.9726375,1017.149175,52915,466.9
EICHERMOT,4169,22969,27138,29621.60434,16958214549.0,31953.64983,2332.04549,47358,7129.5
ADANIGREEN,5539,18737,24276,28527.94758,10134213720.0,31879.76478,3351.8172,59664,851.3
BPCL,4038,14032,18070,29114.7648725,10440827072.0,31464.0218425,2349.25697,27526,364.5
LTF,4602,10648,15250,29857.301325,7233946425.0,31301.965575,1444.66425,35349,286.0
EXIDEIND,4862,17967,22829,28338.71652,10871207622.0,30812.76774,2474.05122,30440,322.1
POWERINDIA,3091,6830,9921,28808.989895,7023551565.0,30428.005545,1619.01565,8560,18852.0
GAIL,5421,14204,19625,28518.609105,7706803986.0,30022.527465,1503.91836,52404,167.05
PERSISTENT,4566,13849,18415,27607.01437,8685017281.0,29427.78718,1820.77281,31481,6030.0
SBICARD,4452,13463,17915,26952.64056,8556119904.0,28448.3196,1495.67904,37003,755.5
POLICYBZR,4760,5762,10522,27208.26493,3464729751.0,28322.27244,1114.00751,23218,1648.6
BANKINDIA,3096,5219,8315,26707.9124,4679173616.0,28108.53656,1400.62416,16211,164.0
COFORGE,4117,8947,13064,25596.511575,5787709672.5,27130.8333,1534.321725,46127,1653.3
MOTHERSON,3659,6568,10227,25386.19755,4772524476.0,26611.66131,1225.46376,35510,112.5
MAXHEALTH,4923,11459,16382,24801.48972,5998282589.25,26327.0356125,1525.5458925,44359,957.2
BAJAJFINSV,5085,15779,20864,24805.1438,7902200410.0,25899.2479,1094.1041,79529,1953.7
HDFCLIFE,3039,12601,15640,24474.76515,10425992621.0,25638.40136,1163.63621,40750,729.5
KPITTECH,5351,18573,23924,23553.126255,8550639213.25,25595.5108875,2042.3846325,21056,1047.0
UNITDSPR,4320,15240,19560,23505.68272,8529412776.0,25291.25048,1785.56776,37017,1363.0
IRFC,4300,17859,22159,21916.47565,9696576322.5,24833.478875,2917.003225,36403,120.14
YESBANK,3532,9552,13084,23521.96874,6826521219.0,24671.20393,1149.23519,50165,21.4
NAUKRI,4948,5492,10440,23296.3161375,2706545651.25,23968.44765,672.1315125,30033,1250.0
HAVELLS,3639,4888,8527,23420.2308,3320032335.0,23901.80415,481.57335,28208,1282.0
SIEMENS,4022,13701,17723,21796.0322475,7768221151.25,23737.54376,1941.5115125,23013,3088.0
HDFCAMC,3005,5495,8500,22873.41345,4285611399.0,23638.50744,765.09399,28996,2509.0
LODHA,4869,13050,17919,21218.997735,5870707866.0,23050.621395,1831.62366,31243,971.1
BHARATFORG,3000,6277,9277,21574.241,4747990950.0,22788.9505,1214.7095,19153,1445.0
DRREDDY,2742,12521,15263,20954.45825,9838049831.25,22452.5190625,1498.0608125,33778,1213.2
PATANJALI,4816,3508,8324,21730.00104,1652229117.0,22259.78721,529.78617,43808,500.0
MARICO,2409,4366,6775,21135.69756,3927076200.0,21769.21956,633.522,30136,730.0
IOC,2617,6333,8950,20783.1336375,5190591461.25,21736.62075,953.4871125,28806,162.8
LICHSGFIN,3565,20395,23960,18797.5031,11113768300.0,21558.2361,2760.733,42450,527.0
LTIM,2221,8588,10809,19871.84418,7723458036.0,21354.84954,1483.00536,21932,5970.0
PIDILITIND,2871,2465,5336,20627.6012,1802334535.0,20959.64655,332.04535,20870,1426.1
SUZLON,4556,9272,13828,19570.0148675,4258656442.25,20742.29829,1172.2834225,49663,47.68
ADANIENSOL,3172,5864,9036,19353.2922675,3727865686.5,20438.5166325,1085.224365,39475,894.1
KEI,2819,3990,6809,19572.6712825,2878244400.5,20329.3027875,756.631505,10912,3990.1
TORNTPHARM,1964,2213,4177,19334.64815,2237920505.0,19701.1532,366.50505,11748,3952.5
DMART,3293,13090,16383,18239.02659,7604025810.0,19542.45969,1303.4331,48488,3697.4
PRESTIGE,2783,7286,10069,18093.16656,4886352576.0,19382.60232,1289.43576,11665,1460.0
GODREJCP,3100,5044,8144,18013.686,3014915915.0,18557.74515,544.05915,21551,1155.0
BANDHANBNK,3025,10551,13576,16875.7308,6132869064.0,18557.37144,1681.64064,38853,154.45
MPHASIS,2296,3809,6105,17436.90388,3026536103.25,17991.1274125,554.2235325,20878,2755.0
PNBHOUSING,3155,5096,8251,17030.14313,2917193045.0,17600.83858,570.69545,29461,822.55
CGPOWER,3245,10803,14048,16136.9882,5558888539.5,17515.168595,1378.180395,33843,585.7
JUBLFOOD,2699,4071,6770,16700.511375,2637301675.0,17298.903125,598.39175,26045,498.25
OBEROIRLTY,3207,3966,7173,16708.551475,2146518636.5,17290.42784,581.876365,22088,1490.0
IRCTC,2704,18388,21092,14589.4658,10423506843.75,17283.6279875,2694.1621875,46025,623.1
WAAREEENER,3234,7998,11232,15772.1576425,4050322256.75,17000.48021,1228.3225675,19298,2792.0
GMRAIRPORT,2419,4525,6944,15894.00504,3119511555.0,16630.76034,736.7553,37518,93.99
DIVISLAB,2607,8380,10987,15758.06464,5410004712.0,16518.31176,760.24712,44244,6025.5
SRF,2782,4546,7328,15684.57228,2645880286.0,16232.89514,548.32286,23639,2806.1
ASTRAL,2463,3869,6332,15418.0776225,2489817679.5,15942.8444175,524.766795,21415,1468.0
PAGEIND,3156,6004,9160,15256.561441500002,3138994064.7,15813.777088499999,557.215647,23581,32805.0
TORNTPOWER,2654,2639,5293,15373.2790525,1612706644.75,15747.083,373.8039475,9742,1388.0
BIOCON,1608,4267,5875,14737.01175,4096182975.0,15562.5915,825.57975,23184,367.05
CIPLA,2843,14060,16903,14168.6296875,7128546577.5,15198.2954625,1029.665775,59960,1325.0
NBCC,2186,4845,7031,14073.52375,3312702705.0,15114.9908,1041.46705,20576,99.04
PIIND,2593,4037,6630,14313.195155,2317546472.5,14893.28988,580.094725,21751,3171.0
APLAPOLLO,1976,3615,5591,14237.18856,2653450065.0,14783.41921,546.23065,31752,2045.0
SONACOMS,2288,4075,6363,13849.6203125,2527324927.75,14561.61959,711.9992775,13878,493.0
SUPREMEIND,2340,1503,3843,14342.94897,926841154.75,14539.0980175,196.1490475,13194,3495.8
JSWENERGY,2858,7645,10503,13100.7268,3636386950.0,13964.6463,863.9195,48113,458.0
MFSL,2008,2695,4703,12958.89412,1817496864.0,13329.78276,370.88864,25283,1609.3
ICICIPRULI,2187,2952,5139,12845.57786,1775538230.75,13173.7289175,328.1510575,18055,633.5
NYKAA,1610,3137,4747,11966.14125,2413795843.75,12642.3028125,676.1615625,16887,236.75
FINNIFTY,473,24023,24496,7800.557376000001,40061298755.4,12484.16493,4683.607554,7731,27330.85
IREDA,2622,5734,8356,11762.02221,2744039161.5,12482.543325,720.521115,29866,132.27
BOSCHLTD,1279,2943,4222,11611.29079,2818588898.25,12063.1172725,451.8264825,11080,36500.0
KALYANKJIL,2412,10633,13045,10311.182185,4836228618.75,11958.6996225,1647.5174375,48941,360.5
TIINDIA,2444,3918,6362,11405.32096,1876509698.0,11950.93794,545.61698,22806,2330.0
ALKEM,1638,3006,4644,11606.231225,2025626713.75,11852.3733625,246.1421375,11199,5689.0
FORTIS,1689,2871,4560,11183.7857575,1996999005.25,11623.62081,439.8350525,17552,851.05
PREMIERENE,2646,2707,5353,11027.9064275,1179998261.75,11436.621545,408.7151175,13664,720.05
OFSS,1815,6318,8133,10577.1611925,3817006486.5,11388.9010575,811.739865,22306,7741.0
UNOMINDA,1613,4552,6165,10402.565965,3074103890.0,11245.274865,842.7089,10890,1183.0
IEX,2027,11052,13079,9562.986,5567474925.0,10866.26025,1303.27425,42617,126.7
DALBHARAT,1534,5449,6983,10284.6584425,3601860678.0,10845.5702225,560.91178,15524,2069.9
SYNGENE,2083,6254,8337,9913.8871,3179486410.0,10521.5512,607.6641,19266,474.0
SHREECEM,1520,1735,3255,10266.5439925,1195893425.25,10507.228245,240.6842525,13318,26955.0
TATAELXSI,1846,6583,8429,9806.69173,3692249440.0,10440.08613,633.3944,22125,5325.0
LICI,1715,3460,5175,9888.45571,2040349619.0,10264.4619,376.00619,23344,826.05
CROMPTON,2398,4310,6708,9582.08976,1820587914.0,10053.1989,471.10914,39657,221.75
MANKIND,2005,3768,5773,9537.827265,1868161475.25,9972.8420175,435.0147525,12456,2125.0
PPLPHARMA,2292,5937,8229,9261.8106,2528772041.25,9777.4060125,515.5954125,13837,154.69
INOXWIND,2424,3264,5688,9346.43996,1354721296.5,9758.030425,411.590465,33338,108.02
NHPC,1664,5024,6688,8278.24576,2612017600.0,8948.05376,669.808,17876,78.21
KFINTECH,1734,1171,2905,8563.3717,616348125.0,8741.65295,178.28125,13520,1012.9
ZYDUSLIFE,1034,2411,3445,8295.43878,1981140210.0,8650.10088,354.6621,13788,884.0
CAMS,1479,2882,4361,7773.0723,1573071247.5,8135.084775,362.012475,14783,695.0
PETRONET,1381,3542,4923,7657.1216,1999962857.0,8073.11767,415.99607,32171,289.4
PHOENIXLTD,1291,2495,3786,7622.25863,1535347376.5,7982.362395,360.103765,14671,1665.0
360ONE,1342,1131,2473,7666.6217,671653960.0,7835.2613,168.6396,6386,1129.1
TATATECH,1416,1989,3405,7355.224,1071048800.0,7531.032,175.808,18234,646.95
ICICIGI,1238,1456,2694,7330.864905,884715377.0,7510.268675,179.40377,19448,1809.1
NUVAMA,941,4013,4954,6323.5428,2893778525.0,6734.32805,410.78525,8156,1345.0
NIFTYNXT50,385,318,703,6540.6799,543679926.75,6616.4291675,75.7492675,1101,67839.85
BAJAJHLDNG,689,3418,4107,3729.82123,1907548577.0,4108.357,378.53577,5732,10789.0
